"lat","lon","rssi_1_1","rssi_1_2","rssi_1_3","rssi_2_1","rssi_2_2","rssi_2_3","rssi_3_1","rssi_3_2","rssi_3_3","delay_1","delay_2","delay_3","pontoId"
-8.04796,-34.95414,-76.89,-74.64,-77.5403571428571,-92.575,-84.4525,-91.8578571428572,-80.3211111111111,-102.828,-97.3275,2,5,4,9385
-8.05445,-34.94954,-84.73,-90.9964285714286,-90.6342857142857,-87.05,-79.11,-84.0142857142857,-91.7533333333333,-88.816,-96.3725,5,2,4,7503
-8.05179,-34.94867,-90.64,-90.7542857142857,-91.6085714285714,-75.5,-92.2775,-84.1185714285714,-96.12,-92.182,-97.6,4,2,5,8277
-8.05312,-34.95393,-93.29,-96.4985714285714,-88.78,-98.5183333333333,-96.6575,-95.0471428571428,-95.3966666666667,-97.354,-97.5525,5,4,2,7785
-8.04842,-34.94697,-99.4185714285714,-88.7947619047619,-97.515,-80,-99.9125,-104.54,-96.5633333333333,-101.648,-96.56,3,2,6,9261
-8.05101,-34.95951,-79.41,-95.0071428571429,-85.03,-99.26,-94.9675,-93.29,-90.1316666666667,-102.204,-79.66,5,7,2,8563
-8.05434,-34.95412,-89.2942857142857,-96.6671428571429,-91.32,-97.3,-89.27,-90.1871428571428,-94.125,-80.77,-96.93,5,5,2,7543
-8.05161,-34.94781,-95.34,-84.25,-93.4514285714286,-70.63,-87.23,-95.59,-93.9483333333333,-97.924,-97.6,4,2,5,8362
-8.05104,-34.95058,-95.4,-93.4328571428572,-90.8628571428571,-83,-95.02,-86.2657142857143,-93.5516666666667,-95.582,-96.5925,4,3,4,8559
-8.05579,-34.95869,-88.7314285714286,-99.5742857142857,-88.4,-95.8766666666667,-99.065,-85.2785714285714,-87.24,-90.52,-69.85,7,7,0,6951
-8.05593,-34.95814,-90.2214285714286,-99.2842857142857,-90.09,-95.9383333333333,-92.8475,-90.7428571428571,-82.45,-89.988,-56.16,7,7,0,6914
-8.05446,-34.95608,-92.8761904761905,-98.7371428571429,-88.4614285714286,-101.7375,-101.5175,-95.78,-81.12,-83.474,-93.09,6,5,1,7494
-8.05541,-34.95599,-89.1728571428571,-95.04,-91.6375,-96.1066666666667,-89.35,-89.9785714285714,-85.0616666666667,-75.2244,-88.16,6,5,1,7209
-8.05064,-34.95317,-84.01,-95.3314285714286,-89.3142857142857,-96.22,-94.8225,-98.67,-92.465,-96.342,-98.2875,3,4,3,8637
-8.05283,-34.95344,-84.16,-98.9328571428571,-92.22,-101.231666666667,-100.9,-97.1385714285714,-99.515,-99.576,-97.765,4,4,2,7844
-8.0522,-34.94771,-88.5814285714286,-84.77,-89.5342857142857,-50.33,-77.0975,-64.27,-88.2616666666667,-94.332,-97.6,5,1,5,8024
-8.05237,-34.95981,-89.39,-98.2457142857143,-90.3785714285714,-98.85,-98.2575,-93.2846428571429,-84.5666666666667,-98.116,-67.52,6,7,2,7933
-8.0475,-34.94757,-103.01,-84.4985714285714,-97.5914285714286,-95.01,-98.8375,-97.3328571428572,-100.65,-101.62,-94.4075,3,3,6,9439
-8.04913,-34.95447,-68.58,-94.78,-79.4914285714286,-98.8433333333333,-89.78,-95.47,-80.635,-101.172666666667,-94.7275,3,5,3,9015
-8.04857,-34.9509,-88.9878571428571,-90.17,-83.7,-84.07,-90.8225,-87.4161904761905,-89.5783333333333,-98.012,-98.67,2,4,5,9164
-8.0523,-34.94833,-85.78,-86.9428571428572,-89.5042857142857,-66.33,-76.21,-81.9228571428572,-86.9466666666667,-92.514,-97.255,5,2,5,7951
-8.05169,-34.94913,-92.67,-90.4171428571429,-90.7385714285714,-81.09,-93.98,-84.5585714285714,-92.95,-94.8,-97.6,4,2,4,8326
-8.04897,-34.94701,-97.8542857142857,-85.3171428571429,-95.8357142857143,-93.59,-96.4925,-95.5985714285714,-94.3466666666666,-98.844,-96.3575,4,2,6,9049
-8.05184,-34.94828,-88.0085714285714,-92.2471428571429,-91.87,-68.13,-83.76,-72.32,-88.4683333333333,-91.87,-97.6,4,2,5,8246
-8.05411,-34.95953,-83.9057142857143,-99.6357142857143,-84.6657142857143,-95.72,-100.225,-88.2328571428571,-78.955,-89.444,-56.27,6,7,1,7598
-8.04881,-34.95041,-87.8542857142857,-85.8585714285714,-96.78,-84.57,-95.59,-83.2871428571429,-92.815,-97.496,-96.7925,3,3,5,9086
-8.04868,-34.95295,-74.94,-85.165,-66.07,-88.235,-87.865,-87.4014285714286,-88.76,-99.226,-96.7675,3,4,4,9114
-8.05044,-34.95423,-93.52,-98.4607142857143,-89.1507142857143,-99.85,-97.775,-94.3495238095238,-88.5333333333333,-97.054,-100.835,3,5,3,8722
-8.04816,-34.95907,-75.08,-95.77,-83.6396428571428,-96.4233333333333,-97.41,-95.7967857142857,-84.17,-106.544,-85.77,4,7,3,9328
-8.04724,-34.94757,-97.0085714285714,-85.95,-96.71,-90.95,-93.27,-90.95,-99.9366666666667,-101.756,-94.4075,3,3,6,9485
-8.04714,-34.95393,-72.08,-89.21,-84.64,-91.4786666666667,-92.78,-88.09,-80.3111111111111,-102.828,-95.695,2,5,4,9501
-8.05191,-34.9477,-91.6371428571428,-94.7442857142857,-90.7971428571429,-61.33,-75.23,-81.2342857142857,-90.32,-98.048,-97.6,4,1,5,8201
-8.05539,-34.95368,-89.3107142857143,-96.14,-89.0285714285714,-97.1,-90.0925,-96.0114285714286,-83.185,-91.26,-93.745,6,4,2,7225
-8.04818,-34.9507,-80.9428571428572,-86.96,-79.6985714285714,-86.7033333333333,-89.9,-88.8971428571429,-85.9116666666667,-98.012,-96.6025,2,4,5,9314
-8.05427,-34.95948,-83.0242857142857,-99.6357142857143,-84.0885714285714,-95.72,-100.225,-88.2328571428571,-77.0666666666667,-89.444,-62.52,6,7,1,7558
-8.0494,-34.95305,-77.0257142857143,-101.11,-73.45,-94.21,-95.15,-86.9985714285714,-91.8966666666667,-96.186,-96.2825,3,4,4,8954
-8.05506,-34.95927,-80.9685714285714,-100.288571428571,-81.39,-95.72,-100.225,-82.7714285714286,-79.89,-89.368,-60.08,6,7,1,7385
-8.05186,-34.94796,-91.5714285714286,-97.8,-89.29,-53.72,-75.97,-79.1814285714286,-90.3266666666667,-97.646,-97.6,4,2,5,8238
-8.0539,-34.94925,-93.16,-88.3278571428571,-95.79,-80.46,-82.92,-85.0314285714286,-88.415,-83.74,-96.72,5,2,4,7637
-8.05071,-34.95317,-85.355,-95.975,-83.505,-90.26,-94.59,-93.7128571428571,-91.6028571428571,-96.342,-97.62,3,4,3,8623
-8.05182,-34.94824,-89.2571428571429,-93.0628571428571,-91.87,-71.84,-80.4775,-79.6457142857143,-86.7466666666667,-94.252,-97.6,4,2,5,8261
-8.05538,-34.9537,-85.46,-96.14,-88.52,-93.46,-90.0925,-96.0114285714286,-83.185,-79.23,-93.745,6,4,2,7230
-8.04858,-34.95105,-82.78625,-91.2657142857143,-84.89,-83.13,-91.9475,-84.7,-89.9866666666667,-98.012,-98.7325,2,4,5,9158
-8.04769,-34.95067,-89.27,-64.82,-85.9828571428571,-88.26,-92.5125,-86.21,-87.2983333333333,-98.098,-94.4075,2,4,5,9418
-8.04643,-34.94944,-92.7128571428571,-97.79,-93.34,-93.84,-96.225,-95.8042857142857,-90.9733333333333,-101.424,-94.4075,2,4,6,9657
-8.04949,-34.95524,-80.5364285714286,-96.3964285714286,-84.14,-99.55,-98.01,-93.7371428571429,-83.5716666666667,-99.9346666666667,-102.64,3,5,3,8936
-8.05167,-34.94947,-89.03,-92.6485714285714,-90.48,-67.08,-87.5175,-87.2828571428571,-91.8033333333333,-96.142,-97.7875,4,2,4,8335
-8.04821,-34.95905,-77.3488571428571,-90.5971428571429,-77.14,-96.4233333333333,-97.85,-96.6567857142857,-84.17,-106.544,-87.83,4,7,3,9303
-8.04816,-34.95939,-75.8714285714286,-78.89,-73.9485714285714,-96.27,-90.6425,-95.2039285714286,-83.7533333333333,-106.544,-86.96,4,7,3,9324
-8.05626,-34.95067,-91.2185714285714,-89.59,-91.9266666666666,-90.72,-85.8775,-82.3642857142857,-92.5,-94.08,-96.3725,6,3,3,6847
-8.05353,-34.95576,-86.8614285714286,-96.3785714285714,-89.9928571428571,-101.301666666667,-100.04,-97.7085714285714,-66.855,-86.44,-88.47,5,5,1,7710
-8.05581,-34.95078,-92.28,-92.1585714285714,-91.6666666666667,-78.08,-72.4,-83.9742857142857,-93.4533333333333,-93.204,-96.3725,6,3,3,6946
-8.04934,-34.95979,-88.64,-93.3328571428572,-77.45,-93.2433333333333,-95.7775,-91.08,-82.5833333333333,-102.688,-79.08,5,7,3,8965
-8.05559,-34.95429,-90.0257142857143,-96.2,-87.59,-98.5,-91.935,-92.6714285714286,-78.6366666666667,-68.34,-95.704,6,5,2,7054
-8.0518,-34.94773,-94.1671428571429,-93.5114285714286,-90.9328571428571,-61.46,-77.3175,-81.2671428571429,-94.64,-99,-97.6,4,2,5,8272
-8.0545,-34.95601,-92.8761904761905,-98.7371428571429,-82.2,-101.6425,-101.5175,-95.78,-81.62,-87.92,-89.33,6,5,1,7478
-8.05947,-34.94646,-84.23,-87.86,-86.55,-93.0216666666667,-82.17,-71.3453571428571,-90.2566666666667,-90.5772727272727,-95.8575,8,3,6,6623
-8.05629,-34.95068,-91.2185714285714,-92.1571428571429,-91.9266666666666,-95.03,-85.8775,-84.6428571428571,-92.5,-88.534,-96.3725,6,3,3,6842
-8.05193,-34.95529,-84.39,-98.2514285714286,-78.26,-93.77,-92.5975,-92.84,-68.8766666666667,-88.688,-92.825,4,5,2,8184
-8.05558,-34.9591,-85.9814285714286,-100.288571428571,-82.68,-94.765,-100.225,-83.7171428571429,-87.6283333333333,-85.38,-55.66,7,7,1,7056
-8.05384,-34.94825,-92.4226190476191,-90.2421428571429,-93.71,-73.33,-75.84,-78.52,-91.2483333333333,-93.248,-97.255,5,2,5,7645
-8.05021,-34.95478,-81.4337142857143,-98.2553571428572,-84.39,-101.535,-98.14875,-90.6569047619048,-80.6172222222222,-99.9346666666667,-97.435,3,5,3,8772
-8.05889,-34.94626,-88.6942857142857,-85.29,-89.2471428571429,-91.1866666666667,-73.2025,-64.67,-90.1733333333333,-90.5772727272727,-95.8575,8,3,6,6660
-8.05318,-34.94886,-87.4928571428571,-88.6757142857143,-90.1228571428571,-65.08,-81.65,-82.77,-88.5633333333333,-91.502,-97.255,5,2,4,7777
-8.05152,-34.95031,-91.91,-94.2557142857143,-93.1942857142857,-74.89,-90.8575,-88.17,-94.2266666666667,-100.6,-97.2725,4,3,4,8394
-8.04741,-34.94757,-104.73,-87.1842857142857,-97.5914285714286,-104.35,-98.8375,-99.2328571428571,-99.38,-102.212,-94.4075,3,3,6,9449
-8.05661,-34.95522,-95.2757142857143,-99.0514285714286,-93.9542857142857,-98.32,-91.8025,-89.53,-83.9966666666667,-65.07,-87.7225,6,5,1,6780
-8.04976,-34.95465,-74.58,-98.5492857142857,-79.83,-99.9716666666666,-94.16,-93.0671428571429,-80.6172222222222,-99.9346666666667,-97.1045833333333,3,5,3,8861
-8.05085,-34.94606,-91.0685714285714,-90.42,-93.78,-69.77,-93.47,-85.53,-89.3683333333333,-96.776,-98.9125,4,1,6,8599
-8.04726,-34.94526,-89.8114285714286,-91.0885714285714,-92.2535714285714,-76.77,-90.9375,-80.0139285714286,-88.4648333333333,-80.4626666666667,-96.92,4,3,7,9483
-8.04956,-34.95043,-91.8642857142857,-105.43,-92.5142857142857,-94.46,-96.0925,-95.3357142857143,-107.6,-96.742,-96.7925,3,3,4,8908
-8.05262,-34.95598,-95.46,-97.6542857142857,-85.8878571428571,-99.5883333333334,-98.52,-93.7757142857143,-63.105,-89.09,-88.46,5,5,2,7885
-8.05432,-34.9566,-92.8761904761905,-98.4328571428571,-89.9028571428571,-103.375833333333,-101.2325,-95.78,-78.3476666666667,-81.3505714285714,-91.5383333333333,6,6,1,7548
-8.05842,-34.94992,-92.9942857142857,-92.9457142857143,-93.5628571428571,-98.81,-79.3,-83.0957142857143,-94.0333333333333,-82.554,-96.2325,7,4,4,6703
-8.05318,-34.94884,-87.09,-88.6757142857143,-89.49,-67.23,-78.67,-84.47,-88.5633333333333,-91.502,-97.255,5,2,4,7778
-8.0563,-34.95507,-94.8142857142857,-97.7914285714286,-94.0171428571429,-98.32,-90.9425,-90.6628571428571,-83.0883333333333,-68.544,-93.0075,6,5,1,6841
-8.04949,-34.9536,-77.01,-94.1957142857143,-80.1185714285714,-87.21,-96.72,-89.5742857142857,-91.8966666666667,-97.054,-96.2825,3,5,3,8937
-8.04876,-34.95044,-80.76,-85.8585714285714,-83.07,-75.82,-90.2675,-83.2871428571429,-92.815,-97.496,-96.7925,3,3,5,9096
-8.05538,-34.9504,-91.3957142857143,-92.8914285714286,-91.6666666666667,-85.97,-83.4025,-85.1071428571429,-88.9008333333333,-84.508,-96.3725,6,3,4,7231
-8.05123,-34.95226,-83.28,-94.6,-81.27,-93.6,-85.69,-89.3257142857143,-90.1766666666667,-94.67,-95.1975,4,4,3,8502
-8.05415,-34.95735,-96.97,-99.21,-84.76,-103.375833333333,-101.565,-95.78,-66.046,-88.874,-84.58,6,6,1,7589
-8.05537,-34.95068,-91.4642857142857,-92.1657142857143,-86.34,-81.33,-71.09,-72.9,-86.2308333333333,-82.13,-96.3725,6,3,3,7244
-8.04709,-34.95059,-85.46,-78.6971428571429,-88.58,-94.83,-93.6175,-91.0142857142857,-94.13,-99.034,-94.4075,2,4,5,9509
-8.0557,-34.95898,-85.9814285714286,-100.288571428571,-84.5728571428571,-94.765,-100.225,-83.7171428571429,-87.24,-85.38,-64.6,7,7,1,6974
-8.05392,-34.95353,-87.0285714285714,-96.7285714285714,-87.02,-97.59,-94.365,-91.4457142857143,-92.2083333333333,-86.25,-95.455,5,4,2,7632
-8.05198,-34.9471,-89.4442857142857,-98.24,-91.4571428571429,-48.59,-77.0775,-76.6428571428571,-92.64,-95.114,-97.6,5,1,5,8146
-8.05145,-34.95828,-86.24,-96.5157142857143,-84.3242857142857,-99.9116666666667,-96.9575,-91.4485714285714,-83.2516666666667,-98.266,-78.38,5,6,2,8421
-8.04702,-34.9539,-73.7157142857143,-87.9414285714286,-71.33,-90.5566666666667,-92.28,-91.1521428571429,-78.3527777777778,-102.828,-92.72,2,5,4,9521
-8.05079,-34.94771,-95.2857142857143,-93.7571428571429,-97.4142857142857,-79.13,-90.98,-92.9328571428571,-92.25,-97.98,-98.9125,4,2,5,8607
-8.05435,-34.9565,-92.8761904761905,-98.4328571428571,-89.9028571428571,-103.375833333333,-101.5175,-95.78,-78.3476666666667,-81.3505714285714,-91.5383333333333,6,6,1,7539
-8.05164,-34.94945,-91.61,-92.6485714285714,-90.48,-74.84,-87.5175,-87.53,-91.8033333333333,-96.142,-97.7875,4,2,4,8349
-8.05091,-34.95319,-90.0492857142857,-95.13,-89.1885714285714,-82.57,-97.47,-91.8085714285714,-91.3716666666667,-93.13,-97.62,4,4,3,8589
-8.04817,-34.95926,-89.7,-89.5957142857143,-77.26,-92.96,-93.65,-95.7967857142857,-84.17,-106.544,-85.2225,4,7,3,9318
-8.05551,-34.95564,-94.4742857142857,-98.5685714285714,-93.5757142857143,-97.0833333333333,-89.4,-97.29,-73.0316666666667,-70.428,-87.91,6,5,1,7124
-8.05556,-34.95491,-94.5885714285714,-97.1028571428571,-94.0585714285714,-89.14,-94.84,-95.59,-77.9516666666667,-66.836,-95.84,6,5,1,7082
-8.05369,-34.94829,-90.03,-90.2421428571429,-92.0857142857143,-77.08,-81.71,-86.47,-91.2483333333333,-92.998,-97.255,5,2,5,7674
-8.04976,-34.95309,-88.48,-97.21,-86.91,-90.0076923076923,-91.8733333333333,-90.8283333333333,-91.61,-96.7,-95.3075,3,4,3,8862
-8.05222,-34.95333,-86.06,-94.23,-84.47,-97.61,-92.725,-96.92,-88.2,-97.572,-95.605,4,4,3,8007
-8.0554,-34.95615,-87.1766666666666,-98.5685714285714,-90.4303571428571,-96.1066666666667,-93.49,-92.61,-87.905,-75.39,-94.2117857142857,6,6,1,7215
-8.05547,-34.95369,-88.4871428571429,-96.38,-91.8042857142857,-96.075,-90.1225,-94.6242857142857,-82.1766666666667,-75.81,-93.4,6,4,2,7161
-8.04895,-34.95035,-95.14,-85.2414285714286,-83.69,-85.51,-91.5525,-88.0142857142857,-93.45,-97.496,-96.7925,3,3,5,9053
-8.0472,-34.95063,-76.51,-76.32,-93.71,-93.52,-92.04,-90.2014285714286,-90.0516666666667,-99.034,-94.4075,2,4,5,9492
-8.05545,-34.95072,-91.4642857142857,-92.1657142857143,-97.6,-66.02,-72.915,-77.9171428571428,-87.0483333333333,-86.71,-96.3725,6,3,3,7183
-8.05563,-34.95473,-93.6257142857143,-97.3557142857143,-95.1328571428571,-95.0083333333333,-93.81,-90.6342857142857,-74.105,-72.948,-93.44,6,5,2,7012
-8.05236,-34.94584,-92.67,-91.4828571428571,-93.5371428571429,-53.72,-81.47,-83.6228571428571,-89.2216666666667,-89.724,-97.6,5,1,6,7939
-8.05336,-34.94888,-87.28,-89.5485714285714,-88.5557142857143,-69.21,-83.46,-79.8914285714286,-88.6833333333333,-91.602,-97.255,5,2,4,7752
-8.04958,-34.94745,-97.52,-89.72,-95.2728571428571,-80.77,-92.7425,-97.0571428571428,-90.82,-96.186,-98.9125,4,2,6,8902
-8.05554,-34.95523,-95.4514285714286,-97.1028571428571,-93.5928571428572,-98.0533333333333,-88.2125,-90.3785714285714,-80.825,-73.31,-92.53,6,5,1,7097
-8.05215,-34.94819,-85.6971428571428,-86.3085714285714,-89.29,-61.78,-72.1,-86.03,-89.44,-91.236,-97.6,4,2,5,8054
-8.05619,-34.95506,-98.43,-97.7914285714286,-93.0428571428572,-98.55,-90.9425,-94.72,-83.0883333333333,-72.194,-93.0075,6,5,1,6863
-8.05185,-34.94831,-88.0085714285714,-92.2471428571429,-91.3857142857143,-66.08,-84.24,-91.09,-88.9233333333333,-91.87,-97.6,4,2,5,8241
-8.04856,-34.95082,-83.900306122449,-87.3614285714286,-87.7245714285714,-79.57,-96.35,-87.8290476190476,-91.375,-98.012,-96.7925,2,4,5,9172
-8.05015,-34.94753,-96.6814285714286,-88.1821428571428,-97.73,-79.77,-92.7425,-98.3,-91.4083333333333,-95.518,-98.9125,4,2,5,8783
-8.05141,-34.95086,-88.5914285714286,-93.2271428571429,-95.6,-89.34,-92.33,-90.46,-92.7283333333333,-95.286,-95.1975,4,3,4,8440
-8.05424,-34.94942,-96.44,-91.4907142857143,-90.12,-78.23,-78.11,-83.92,-87.7333333333333,-88.816,-96.72,5,2,4,7566
-8.04645,-34.94853,-93.69,-79.33,-92.9723809523809,-89.84,-100.9825,-101.76,-95.4916666666667,-101.288,-94.4075,2,4,6,9621
-8.05548,-34.95588,-87.39,-98.5685714285714,-87.76,-96.1066666666667,-82.33,-86.7,-83.8283333333333,-72.458,-86.58,6,5,1,7147
-8.05265,-34.95337,-78.95,-98.9328571428571,-83.26,-100.768333333333,-97.1,-97.2671428571429,-98.395,-98.222,-95.605,4,4,2,7880
-8.04961,-34.9548,-80.2464285714286,-97.5721428571429,-81.12,-97.72,-103.85,-93.7371428571429,-80.885,-99.9346666666667,-99.49,3,5,3,8896
-8.05546,-34.95549,-94.5971428571429,-97.3871428571429,-94.9385714285714,-98.165,-87.0725,-93.0728571428571,-73.0316666666667,-57.06,-90.9625,6,5,1,7173
-8.05448,-34.95602,-92.8761904761905,-98.7371428571429,-88.4528571428571,-101.6425,-101.5175,-95.78,-79.1533333333333,-83.474,-91.52,6,5,1,7482
-8.05102,-34.95975,-80.78,-93.48,-81.7585714285714,-99.26,-91.1775,-88.9514285714286,-90.1316666666667,-102.204,-90.41,5,7,2,8562
-8.04844,-34.95243,-71.39,-85.8128571428571,-71.2,-83.7683333333333,-89.09,-88.21,-88.125,-98.012,-96.7175,2,4,4,9247
-8.05163,-34.94772,-94.1071428571429,-90.7342857142857,-93.4514285714286,-73.71,-84.09,-92.03,-93.5,-97.924,-97.6,4,2,5,8353
-8.05376,-34.94916,-90.0885714285714,-89.4,-91.4185714285714,-76.02,-81.4,-79.6528571428571,-88.4983333333333,-83.498,-96.72,5,2,4,7661
-8.05558,-34.95459,-92.4271428571429,-96.2,-92.5814285714286,-94.625,-92.7275,-86.45,-67.62,-73.81,-96.625,6,5,2,7058
-8.05143,-34.95069,-91.28,-92.5771428571428,-90.97,-82.22,-83.97,-90.46,-92.7283333333333,-95.286,-95.9225,4,3,4,8433
-8.04854,-34.94697,-99.3471428571429,-87.5519047619048,-99.2121428571428,-80.88,-98.645,-96.21,-96.5633333333333,-101.01,-96.56,3,2,6,9190
-8.04857,-34.95118,-82.16125,-93.51,-84.2114285714286,-91.01,-93.9325,-87.4442857142857,-89.9866666666667,-98.012,-98.7325,2,4,4,9160
-8.05223,-34.94808,-86.2271428571429,-87.2142857142857,-87.8857142857143,-72.96,-81.47125,-83.4214285714286,-89.7716666666667,-88.38,-97.6,5,2,5,7992
-8.04719,-34.94756,-96.46,-79.25,-97.8657142857143,-89.2,-98.35,-97.05,-99.7083333333333,-101.806,-94.4075,3,3,6,9494
-8.04725,-34.95061,-93.65,-74.2,-84.8814285714286,-91.425,-92.04,-95.53,-90.0516666666667,-99.034,-94.4075,2,4,5,9484
-8.05188,-34.948,-91.5714285714286,-93.5714285714286,-89.29,-58.69,-78.26,-76.38,-90.2116666666667,-97.646,-97.6,4,2,5,8219
-8.04794,-34.94764,-96.71,-80.87,-96.2764285714286,-90.76,-97.685,-95.9,-106.07,-102.064,-94.4075,3,3,6,9389
-8.04741,-34.95399,-75.12,-88.9871428571429,-93.84,-91.5303333333333,-87.71,-98.04,-83.63,-102.828,-97.8275,2,5,4,9447
-8.05195,-34.94757,-91.4014285714286,-93.7414285714286,-91.5528571428571,-48.83,-88.0325,-78.2228571428572,-92.95,-97.146,-97.6,5,1,5,8175
-8.05577,-34.95501,-93.9514285714286,-97.7914285714286,-98.36,-96.76,-96.48,-91.1971428571429,-77.12,-76.26,-93.7425,6,5,1,6956
-8.05565,-34.95429,-90.46375,-96.2,-95.35,-98.5,-91.935,-92.6714285714286,-78.6366666666667,-72.88,-95.8525,6,5,2,6998
-8.05461,-34.94651,-83.6028571428571,-73.79,-85.2717857142857,-54.92,-67.5475,-58.86,-90.7916666666667,-88.616,-97.255,6,1,5,7454
-8.05215,-34.94829,-85.8314285714286,-86.9428571428572,-88.59,-59.84,-77.925,-86.53,-88.9766666666667,-92.284,-97.6,4,2,5,8048
-8.04822,-34.94694,-101.145714285714,-92.7633333333333,-97.8364285714286,-86.89,-100.51,-98.47,-98.53,-101.744,-96.92,3,2,6,9302
-8.05547,-34.95073,-91.4642857142857,-84.58,-91.6666666666667,-72.58,-72.915,-65.52,-87.0483333333333,-89.07,-96.3725,6,3,3,7162
-8.04732,-34.94757,-98.0257142857143,-92.89,-99.79,-96.27,-98.8375,-96.46,-99.6416666666667,-102.314,-94.4075,3,3,6,9470
-8.05556,-34.95074,-91.6185714285714,-92.1485714285714,-91.6666666666667,-90.47,-82.53,-89.22,-90.065,-85.832,-96.3725,6,3,3,7087
-8.05824,-34.95052,-92.9942857142857,-92.5885714285714,-93.9,-97.0533333333333,-77.2,-85.1314285714286,-92.33,-84.31,-96.2325,7,4,4,6712
-8.04882,-34.95764,-82.2,-93.1114285714286,-73.2,-98.0933333333333,-100.31,-94.7257142857143,-89.9166666666667,-102.228666666667,-88.02,4,6,3,9080
-8.04959,-34.95486,-80.2464285714286,-97.4821428571429,-81.8514285714286,-99.55,-99.73,-97.16,-80.885,-99.9346666666667,-98.6,3,5,3,8900
-8.04737,-34.95064,-95.27,-74.32,-82.2171428571429,-89.27,-92.1975,-95.27,-90.0516666666667,-99.034,-94.4075,2,4,5,9458
-8.04717,-34.95394,-74.45,-85.33,-74.8303571428571,-86.15,-75.15,-91.645,-80.3111111111111,-102.828,-95.695,2,5,4,9495
-8.05631,-34.95508,-94.8142857142857,-97.7914285714286,-94.0171428571429,-98.32,-90.9425,-90.8414285714286,-83.0883333333333,-68.544,-96.67,6,5,1,6837
-8.05547,-34.95592,-91.83,-98.5685714285714,-89.32,-91.95,-92.27,-89.5914285714286,-86.2466666666667,-73.072,-89.83,6,5,1,7157
-8.04712,-34.94522,-89.8114285714286,-91.2757142857143,-92.2535714285714,-89.28,-90.9375,-80.5060714285714,-88.4648333333333,-80.7506666666667,-96.92,4,3,7,9506
-8.05151,-34.94779,-94.45,-93.7,-95.8114285714286,-73.88,-90.64,-91.9971428571429,-95.1083333333333,-98.464,-97.6,4,2,5,8402
-8.05511,-34.95303,-92.48,-95.4357142857143,-94.5728571428571,-95.9366666666667,-96.1125,-90.6171428571429,-78.94,-81.83,-97.5125,6,4,2,7373
-8.05546,-34.95605,-87.5514285714286,-98.5685714285714,-93.27,-96.1066666666667,-93.725,-91.41,-86.2466666666667,-75.2244,-88.08,6,5,1,7168
-8.05169,-34.94935,-91.865,-90.4171428571429,-85.7,-86.51,-91.14,-86.4728571428571,-91.8033333333333,-96.142,-97.7875,4,2,4,8324
-8.05168,-34.95326,-77.82,-87.14,-89.5414285714286,-88.0572222222222,-86.315,-89.6385714285714,-89.205,-96.096,-95.605,4,4,3,8330
-8.05867,-34.94914,-94.96,-90.24,-93.05,-98.06,-79.3633333333333,-75.19,-94.85,-88.785,-95.8575,7,3,4,6672
-8.05141,-34.95324,-95.04,-92.2371428571429,-84.8342857142857,-86.52,-87.49,-85.7528571428571,-96.88,-95.046,-94.7075,4,4,3,8439
-8.04975,-34.95043,-95.8971428571429,-100.04,-96.1328571428571,-84.25,-97.34,-93.45,-94.9433333333333,-96.632,-96.7925,3,3,4,8865
-8.04858,-34.95291,-71.6671428571428,-83.3792857142857,-67.07,-83.51,-87.21,-87.02,-88.76,-99.226,-96.7675,2,4,4,9157
-8.05554,-34.9553,-94.6914285714286,-97.3871428571429,-90.84,-97.6466666666667,-88.2125,-98.05,-80.1583333333333,-63.396,-99.43,6,5,1,7095
-8.0472,-34.95395,-74.45,-89.21,-76.8403571428571,-91.4786666666667,-90.3,-91.645,-69.44,-102.828,-95.695,2,5,4,9491
-8.052,-34.94707,-89.4442857142857,-90.5857142857143,-90.8485714285714,-47.08,-75.1275,-76.6428571428571,-93.6316666666667,-95.114,-97.6,5,1,5,8132
-8.05034,-34.95961,-98.35,-97.2514285714286,-83.01,-96.475,-96.555,-93.96,-83.05,-102.688,-79.52,5,7,2,8748
-8.05225,-34.94728,-89.7585714285714,-89.3457142857143,-88.8985714285714,-52.98,-75.67,-77.7142857142857,-89.9066666666667,-95.512,-97.6,5,1,5,7972
-8.05082,-34.95497,-85.33,-99.4125,-83.55,-98.8433333333333,-94.67,-92.3766666666667,-83.8488888888889,-98.5686666666667,-93.47,4,5,3,8602
-8.05563,-34.95462,-93.15,-97.1142857142857,-92.5814285714286,-94.625,-92.7275,-90.6342857142857,-74.105,-69.436,-96.4025,6,5,2,7014
-8.05433,-34.94947,-90.2,-91.4907142857143,-89.6571428571429,-81.48,-81.1825,-88.37,-87.28,-88.816,-96.3725,5,2,4,7546
-8.05199,-34.95199,-76.69,-90.3042857142857,-81.3771428571429,-85.01,-95.78,-91.4528571428571,-91.4916666666667,-94.732,-95.605,4,3,3,8133
-8.04931,-34.95039,-90.0242857142857,-91.2,-88.5585714285714,-84.5,-97.9,-94.3428571428572,-95.79,-97.346,-96.7925,3,3,5,8972
-8.05182,-34.95743,-88.1528571428571,-97.42,-90.05,-98.54,-98.52,-93.4214285714286,-69.7133333333333,-95.63,-86.43,5,6,2,8256
-8.05297,-34.95973,-89.4242857142857,-98.2457142857143,-88.6057142857143,-100.931666666667,-98.2575,-90.9114285714286,-82.07,-93.052,-63.29,6,7,1,7805
