"lat","lon","rssi_1_1","rssi_1_2","rssi_1_3","rssi_2_1","rssi_2_2","rssi_2_3","rssi_3_1","rssi_3_2","rssi_3_3","delay_1","delay_2","delay_3","pontoId"
-8.0554,-34.95371,-82.78,-96.14,-89.0285714285714,-91.97,-92.41,-96.0485714285714,-83.185,-79.23,-93.745,6,4,2,7219
-8.05249,-34.95616,-90.95,-98.2242857142857,-85.9242857142857,-99.3266666666667,-98.52,-93.7757142857143,-63.105,-88.688,-91.225,5,5,2,7912
-8.05603,-34.95504,-94.52,-97.7914285714286,-93.75,-97.7016666666667,-90.86,-89.5542857142857,-83.0883333333333,-68.63,-93.5575,6,5,1,6897
-8.05226,-34.9472,-90.1785714285714,-89.1914285714286,-90.0071428571429,-50.54,-76.115,-78.67,-87.28,-95.512,-97.6,5,1,5,7966
-8.05476,-34.95777,-96.21,-99.5742857142857,-89.3714285714286,-96.8458333333333,-100.225,-87.7857142857143,-65.4133333333333,-88.874,-66.21,6,6,0,7423
-8.05208,-34.94952,-95.9,-90.42,-99.16,-70.75,-90.725,-84.9157142857143,-91.4133333333333,-96.142,-95.5675,4,2,4,8088
-8.05072,-34.95494,-87.585,-99.4125,-78.89,-98.8433333333333,-96.3675,-95.3338095238095,-83.8488888888889,-98.5686666666667,-96.36,4,5,3,8621
-8.05552,-34.95504,-95.0828571428572,-97.1028571428571,-94.1228571428572,-95.6516666666667,-89.2275,-90.1128571428572,-82.285,-66.87,-91.1425,6,5,1,7117
-8.05092,-34.95977,-91.89,-95.0071428571429,-86.89,-99.26,-93.9625,-94.46,-90.1316666666667,-102.204,-87.02,5,7,2,8583
-8.04865,-34.95062,-85.04,-82.7142857142857,-83.3557142857143,-85.08,-88.34,-83.01,-92.46,-97.496,-96.7925,3,3,5,9125
-8.04716,-34.94756,-96.5885714285714,-74.25,-96.4152380952381,-86.01,-98.35,-95.21,-99.7083333333333,-101.806,-94.4075,3,3,6,9498
-8.05135,-34.94618,-92.47,-92.8628571428572,-94.4,-55.83,-82.6825,-83.9228571428571,-90.225,-92.074,-97.6,5,1,6,8465
-8.0516,-34.94772,-94.1071428571429,-90.7342857142857,-92.78,-68.08,-92.85,-90.5428571428572,-93.5,-97.924,-97.6,4,2,5,8369
-8.05613,-34.95082,-91.2185714285714,-91.0842857142857,-92.2171428571429,-92.03,-83.105,-76.3071428571428,-92.5433333333333,-96.52,-96.3725,6,3,3,6880
-8.05544,-34.95566,-94.4742857142857,-98.5685714285714,-94.58,-97.0833333333333,-89.4,-91.9514285714286,-75.45,-66.178,-89.84,6,5,1,7188
-8.05405,-34.94932,-90.9914285714286,-90.8878571428571,-93.3,-83.54,-84.8275,-89.99,-85.2516666666667,-86.59,-96.72,5,2,4,7609
-8.05203,-34.94751,-88.73,-95.09,-91.6785714285714,-63.71,-84.78,-78.3914285714286,-88.0066666666667,-96.138,-97.6,5,1,5,8108
-8.04836,-34.95075,-82.3971428571429,-85.71,-83.2171428571429,-83.57,-90.4,-85.9385714285714,-89.2666666666667,-98.012,-96.7925,2,4,5,9278
-8.05574,-34.95888,-98.74,-99.5742857142857,-85.6771428571429,-94.765,-100.225,-84.6542857142857,-87.24,-85.38,-61.29,7,7,1,6964
-8.04928,-34.95451,-80.08,-96.1635714285714,-79.8714285714286,-98.8433333333333,-95.93,-92.7642857142857,-80.635,-99.9346666666667,-95.245,3,5,3,8980
-8.05202,-34.95696,-89.03,-97.5871428571429,-90.05,-98.54,-98.52,-93.4214285714286,-67.8783333333333,-95.63,-84.91,5,6,2,8110
-8.04895,-34.95299,-73.01,-86.4985714285714,-72.26,-91.33,-90.9,-87.5514285714286,-92.765,-99.226,-96.7675,3,4,4,9052
-8.05546,-34.95797,-86.89,-99.5742857142857,-87.0942857142857,-97.4416666666667,-100.225,-90.7428571428571,-79.8383333333333,-89.988,-59.08,6,6,0,7163
-8.05644,-34.95069,-91.2185714285714,-92.1571428571429,-91.9266666666666,-87.03,-84.935,-80.77,-87.44,-90.598,-95.73,6,3,3,6807
-8.04886,-34.95039,-87.4,-86.6171428571429,-87.4071428571428,-82.76,-91.5525,-85.5671428571429,-93.45,-97.496,-96.7925,3,3,5,9074
-8.04914,-34.95301,-82.9771428571429,-87.02,-84.51,-89.52,-91.55,-87.52,-91.8966666666667,-98.94,-96.7675,3,4,4,9009
-8.05194,-34.94733,-88.72,-92.85,-91.9914285714286,-50.59,-80.3375,-76.1214285714286,-90.2616666666667,-97.146,-97.6,5,1,5,8182
-8.04979,-34.95045,-96.9614285714286,-93.71,-96.22,-92.02,-96.0925,-94.0242857142857,-95.0566666666667,-96.632,-98.7325,3,3,4,8854
-8.05168,-34.94921,-95.04,-90.4171428571429,-91.2857142857143,-96.48,-91.095,-86.4728571428571,-91.6983333333333,-94.8,-97.6,4,2,4,8333
-8.05935,-34.94614,-91.4471428571429,-81.48,-92.2942857142857,-93.0216666666667,-79.3775,-60.48,-90.2566666666667,-90.5772727272727,-95.8575,8,3,6,6629
-8.0554,-34.95613,-88.78,-98.5685714285714,-90.4740625,-96.1066666666667,-93.49,-92.61,-80.39,-73.64,-91.16,6,6,1,7216
-8.05043,-34.95485,-82.1221428571429,-99.0082142857143,-80.5028571428571,-99.6783333333333,-98.14875,-90.3078571428571,-85.4738888888889,-99.8606666666667,-95.1425,4,5,3,8727
-8.04857,-34.95112,-70.69,-91.0257142857143,-84.7385714285714,-84.44,-91.02,-87.4442857142857,-87.8,-98.012,-98.7325,2,4,5,9161
-8.05059,-34.95322,-84.45,-95.3314285714286,-78.76,-94.46,-95.135,-93.7128571428571,-92.465,-96.342,-98.2875,3,4,3,8648
-8.05051,-34.95396,-92.66,-98.6764285714286,-90.7871428571429,-95.72,-95.9525,-94.54,-87.395,-98.048,-96.6,3,5,3,8687
-8.05123,-34.9598,-98.8,-95.4428571428572,-83.79,-99.26,-97.905,-91.0714285714286,-92.6466666666667,-99.194,-84.66,5,7,2,8501
-8.05418,-34.95594,-90.8004761904762,-97.3871428571429,-90.2257142857143,-101.954166666667,-101.5175,-96.5942857142857,-81.3,-81.3505714285714,-94.22,5,5,1,7583
-8.0493,-34.95979,-88.2,-93.3328571428571,-83.26,-93.2433333333333,-93.79,-92.71,-82.5833333333333,-102.688,-77.52,5,7,3,8973
-8.05546,-34.95552,-95.2542857142857,-97.3871428571429,-95.7714285714286,-97.41,-87.0725,-93.0728571428571,-73.0316666666667,-60.81,-90.15,6,5,1,7172
-8.04995,-34.95471,-81.9994285714286,-98.2553571428572,-85.3423809523809,-101.535,-97.59125,-88.34,-80.6172222222222,-99.9346666666667,-96.9025,3,5,3,8822
-8.05193,-34.95716,-88.1528571428571,-97.5871428571429,-90.05,-98.54,-98.52,-93.4214285714286,-63.95,-115.63,-86.43,5,6,2,8183
-8.05657,-34.95516,-95.2757142857143,-99.0514285714286,-94.09,-98.32,-87.22,-90.8414285714286,-83.9966666666667,-68.106,-87.41,6,5,1,6790
-8.05592,-34.95813,-90.2214285714286,-99.2842857142857,-91.2542857142857,-95.9383333333333,-92.8475,-90.7428571428571,-87.4933333333333,-89.988,-71.52,7,6,0,6918
-8.04981,-34.95309,-94.95,-95.3185714285714,-84.89,-90.4496153846154,-88.89,-87.6954761904762,-91.8966666666667,-97.358,-95.3075,3,4,3,8850
-8.05752,-34.95288,-93.6614285714286,-93.8528571428571,-91.4928571428571,-96.65,-83.4175,-97.79,-91.95,-78.104,-93.22,7,4,3,6740
-8.05521,-34.9562,-79.2,-98.7371428571429,-73.51,-96.4316666666667,-93.49,-93.6828571428572,-85.815,-81.31,-94.5017857142857,6,6,1,7320
-8.05161,-34.95326,-81.7228571428571,-91.2642857142857,-87.59,-83.63,-87.52,-87.53,-84.99,-96.096,-95.605,4,4,3,8359
-8.05929,-34.94704,-91.9548809523809,-95.8,-97.56,-94.6816666666667,-81.4455,-74.5610714285714,-90.4619444444444,-91.6292727272727,-95.8575,8,3,5,6632
-8.05335,-34.94893,-86.9614285714286,-89.5485714285714,-91.49,-70.67,-82.53,-81.3942857142857,-88.9166666666667,-91.602,-96.72,5,2,4,7756
-8.05466,-34.95362,-89.9657142857143,-95.3957142857143,-89.92,-98.98,-88.8325,-90.5571428571428,-92.13,-80.93,-96.29,5,4,2,7439
-8.04701,-34.95061,-85.4728571428571,-82.32,-78.82,-93.56,-93.6175,-90.7114285714286,-90,-99.034,-94.4075,2,4,5,9524
-8.05188,-34.94808,-89.9185714285714,-91.4,-89.34,-56.64,-78.4,-76.3114285714286,-90.3916666666667,-93.948,-97.6,4,2,5,8218
-8.05052,-34.95383,-79.95,-95.7864285714286,-78.57,-96.15,-97.4925,-96.7657142857143,-87.3533333333333,-98.048,-93.09,3,4,3,8681
-8.05637,-34.95647,-91.1428571428571,-99.1157142857143,-90.77,-100.575,-92.505,-102.01,-86.4333333333333,-70.958,-92.1,6,6,1,6825
-8.05517,-34.95337,-88.28,-95.5728571428572,-92.05,-98.86,-88.9775,-91.5785714285714,-82.2516666666667,-78.632,-97.61,6,4,2,7341
-8.05275,-34.95339,-89.4114285714286,-98.9328571428571,-86.8542857142857,-100.695,-100.9,-97.1385714285714,-98.395,-97.91,-97.39,4,4,2,7859
-8.04647,-34.94533,-89.2671428571429,-91.15,-92.2535714285714,-91.3841666666667,-90.9375,-84.6365873015873,-87.0581666666667,-76.792,-96.92,3,3,7,9600
-8.05359,-34.94851,-86.4485714285714,-90.6442857142857,-90.4042857142857,-70.27,-69.6975,-74.52,-91.935,-89.384,-97.255,5,2,4,7698
-8.0555,-34.95515,-94.8414285714286,-97.1028571428571,-93.48,-96.23,-88.04,-89.2928571428572,-81.1183333333333,-66.562,-96.11,6,5,1,7138
-8.04819,-34.95905,-77.95,-90.5971428571429,-72.26,-96.4233333333333,-93.03,-96.6567857142857,-84.17,-106.544,-87.96,4,7,3,9308
-8.0485,-34.95963,-79.4957142857143,-80.76,-72.03,-90.9033333333333,-89.33,-93.4357142857143,-82.54,-106.544,-89.27,4,7,3,9207
-8.0578,-34.95197,-95.3528571428571,-91.2542857142857,-92.51,-96.1383333333333,-80.4925,-86.7771428571428,-92.2733333333333,-74.38,-96.2325,7,4,3,6729
-8.0563,-34.9565,-85.16,-99.1157142857143,-90.77,-100.575,-92.505,-94.6128571428572,-86.4333333333333,-77.108,-93.67,6,6,1,6840
-8.05536,-34.95916,-84.9542857142857,-100.288571428571,-82.8057142857143,-94.765,-100.225,-80.16,-86.7816666666667,-85.38,-77.04,7,7,1,7249
-8.05198,-34.94764,-88.66,-94.5914285714286,-88.22,-57.21,-70.84,-80.0871428571429,-91.0716666666667,-97.146,-97.6,5,1,5,8144
-8.05387,-34.95586,-89.497619047619,-96.95,-91.5914285714286,-103.21,-102.0075,-98.29,-75.6033333333333,-83.514,-88.97,5,5,1,7640
-8.0555,-34.9537,-88.8628571428571,-96.38,-92.5485714285714,-99.61,-90.1225,-94.09,-77.625,-91.63,-90.945,6,4,2,7140
-8.05662,-34.95525,-95.2757142857143,-99.0514285714286,-93.9542857142857,-98.32,-91.8025,-90.8414285714286,-83.9966666666667,-63.88,-87.7225,6,5,1,6777
-8.05772,-34.95225,-90.59,-92.4,-89.9,-96.65,-71.02,-86.67,-92.2733333333333,-84.69,-96.105,7,4,3,6733
-8.05452,-34.95601,-92.4871428571429,-98.7371428571429,-88.4528571428571,-101.6425,-101.5175,-95.78,-82.7466666666667,-79.81,-89.46,6,5,1,7472
-8.04869,-34.94696,-97.0885714285714,-86.4247619047619,-99.2121428571429,-84.71,-96.4925,-96.1673214285714,-89.82,-101.01,-96.3575,3,2,6,9113
-8.0504,-34.94767,-102.63,-91.4885714285714,-97.1385714285714,-73.63,-89.5525,-92.9528571428571,-92.3833333333333,-96.362,-98.9125,4,2,5,8736
-8.05261,-34.94658,-92.1857142857143,-87.9757142857143,-89.3342857142857,-52.54,-77.67,-78.98,-90.6333333333333,-90.526,-97.255,5,1,5,7890
-8.04934,-34.95304,-79.6628571428571,-91.85,-78.0714285714286,-84.82,-92.88,-86.9985714285714,-82.31,-96.186,-96.2825,3,4,4,8966
-8.05641,-34.95068,-91.2185714285714,-92.1571428571429,-91.9266666666666,-86.34,-93.91,-84.27,-91.6233333333333,-90.598,-95.73,6,3,3,6817
-8.05536,-34.95091,-89.9171428571428,-91.8871428571428,-90.3814285714286,-81.26,-81.49375,-83.6461904761905,-97.89,-78.767,-96.3725,6,3,3,7253
-8.05208,-34.94961,-94.64,-91.7828571428572,-92.2685714285714,-86.76,-89.19,-82.07,-91.4133333333333,-96.142,-95.5675,4,2,4,8087
-8.05883,-34.94861,-90.9328571428572,-92.08,-89.2357142857143,-95.8983333333333,-75.9875,-94.24,-91.855,-93.35,-95.8575,7,3,5,6662
-8.05,-34.94762,-96.6814285714286,-85.2121428571429,-96.7585714285714,-80.94,-92.7425,-97.0185714285714,-90.61,-102.61,-98.9125,4,2,5,8813
-8.04644,-34.9465,-92.915,-86.65,-93.4178571428572,-97.6,-103.015,-91.35,-96.51,-85.004,-94.6125,3,3,7,9640
-8.05624,-34.95506,-94.52,-97.7914285714286,-93.0428571428572,-97.9533333333333,-90.9425,-89.7442857142857,-83.0883333333333,-72.694,-93.0075,6,5,1,6851
-8.05261,-34.94851,-88.52625,-88.4371428571429,-90.2928571428571,-69.73,-77.06,-82.3314285714286,-90.78,-93.336,-97.255,5,2,5,7889
-8.04974,-34.95368,-75.95,-94.8728571428571,-69.76,-90.08,-88.21,-91.3828571428571,-93.3966666666667,-97.054,-97.54,3,4,3,8870
-8.0534,-34.94896,-86.9614285714286,-85.79,-88.5557142857143,-79.92,-83.05,-81.7428571428571,-90.78,-88.652,-96.72,5,2,4,7741
-8.05542,-34.95051,-91.4642857142857,-91.97,-91.6666666666667,-88.09,-86.47,-79.9,-88.9008333333333,-88.51,-96.3725,6,3,3,7204
-8.05398,-34.95407,-95.04,-96.6671428571429,-91.3128571428572,-97.3,-93.685,-95.67,-95.3933333333333,-85.592,-96.55,5,4,2,7615
-8.0563,-34.95695,-90.7485714285714,-99.2842857142857,-91.7642857142857,-101.055,-92.505,-94.29,-87.3566666666667,-74.15,-88.66,7,6,1,6839
-8.04917,-34.95039,-90.0242857142857,-86.8442857142857,-82.45,-80.95,-96.3125,-95.41,-96.52,-97.346,-96.7925,3,3,5,9006
-8.04798,-34.94765,-110.21,-80.71,-95.3464285714286,-95.27,-97.685,-98.4728571428572,-106.07,-102.064,-94.4075,3,3,6,9383
-8.05953,-34.94614,-90.18,-86.3585714285714,-92.2942857142857,-93.0216666666667,-79.3775,-69.2685714285714,-90.2566666666667,-90.5772727272727,-95.8575,8,3,6,6619
-8.0518,-34.94635,-90.7028571428571,-92.7485714285714,-95.73,-47.09,-79.525,-86.1114285714286,-91.2083333333333,-92.3,-97.6,5,1,6,8273
-8.05195,-34.95262,-82.65,-92.7485714285715,-79.94,-90.14,-88.9125,-93.5642857142857,-88.17,-93.826,-95.605,4,4,3,8170
-8.05324,-34.95567,-93.84,-96.3785714285714,-86.9221428571429,-100.565,-99.5075,-96.6242857142857,-63.7933333333333,-82.73,-80.09,5,5,1,7770
-8.05562,-34.95502,-95.0828571428572,-97.1028571428571,-93.6571428571429,-98.05,-92.6075,-90.78,-84.44,-69.752,-92.88,6,5,1,7021
-8.05611,-34.94655,-86.8557142857143,-80.7485714285714,-86.8628571428571,-78.54,-72.3,-65.0714285714286,-86.695,-88.744,-97.255,7,2,5,6883
-8.05185,-34.9482,-89.2571428571429,-93.14,-91.87,-69.19,-76.2575,-78.3957142857143,-88.0066666666667,-94.252,-97.6,4,2,5,8242
-8.05158,-34.95326,-83.9557142857143,-93.85,-90.78,-91.59,-85.2025,-86.8142857142857,-88.7683333333333,-96.096,-95.605,4,4,3,8372
-8.05174,-34.94782,-93.68,-92.26,-89.9242857142857,-67.5,-79.346,-84.1971428571429,-90.6716666666667,-97.924,-97.6,4,2,5,8303
-8.05039,-34.95484,-82.2814285714286,-99.0082142857143,-81.96,-99.9291666666667,-98.14875,-90.3078571428571,-85.4738888888889,-100.240666666667,-95.1425,4,5,3,8739
-8.04788,-34.95068,-81.1485714285714,-89.58,-84.295,-92.58,-92.5125,-90.02,-86.005,-98.012,-94.4075,2,4,5,9396
-8.05214,-34.94831,-86.6485714285714,-86.9428571428572,-90.1471428571429,-60.34,-77.925,-83.28,-87.57,-92.284,-97.6,4,2,5,8065
-8.04643,-34.95354,-79.5385714285714,-95.4,-87.84,-92.0383333333333,-87.2975,-89.94,-83.7116666666667,-104.266,-98.74,2,5,5,9641
-8.04675,-34.95382,-75.43,-79.27,-72.2057142857143,-87.9,-77.27,-94.59,-84.2116666666667,-102.828,-97.22,2,5,4,9553
-8.05335,-34.9557,-87.87,-96.3785714285714,-88.5442857142857,-102.7,-100.04,-98.86,-63.7933333333333,-82.73,-89.97,5,5,1,7754
-8.04646,-34.94807,-92.83,-81.3185714285714,-96.1230952380952,-90.59,-101.66,-96.905,-99.53,-101.288,-94.4075,2,3,6,9606
-8.05539,-34.95616,-91.2866666666667,-98.5685714285714,-91.7425,-96.4316666666667,-96.86,-92.91,-88.27,-74.132,-93.0271428571429,6,6,1,7224
-8.05546,-34.9557,-94.4742857142857,-98.5685714285714,-93.0842857142857,-97.0833333333333,-89.215,-91.9514285714286,-77.1366666666667,-63.25,-87.625,6,5,1,7170
-8.04643,-34.9512,-81.6875,-81.83,-81.134619047619,-95.4,-96.4925,-102.13,-90.1566666666667,-100.98,-94.4075,1,4,5,9644
-8.04723,-34.94756,-95.6114285714286,-82.7642857142857,-98.0257142857143,-90.14,-98.35,-98.97,-102.86,-101.466666666667,-94.4075,3,3,6,9488
-8.05372,-34.94913,-89.0485714285714,-89.4,-88.55,-78.17,-73.67,-76.9071428571429,-90.5733333333333,-83.498,-96.72,5,2,4,7667
-8.04677,-34.94515,-89.8114285714286,-90.414693877551,-92.2535714285714,-87.9,-90.9375,-78.813373015873,-88.4648333333333,-80.7506666666667,-96.92,4,3,7,9551
-8.0519,-34.94766,-91.6371428571428,-94.7085714285714,-90.7971428571429,-58.34,-75.23,-81.2342857142857,-91.0716666666667,-101.69,-97.6,4,1,5,8208
-8.04734,-34.94757,-98.0257142857143,-85.2171428571429,-97.0857142857143,-92.26,-98.8375,-99.2328571428571,-99.6416666666667,-102.212,-94.4075,3,3,6,9464
-8.0524,-34.95629,-85.45,-98.2242857142857,-88.8571428571429,-100.001666666667,-98.52,-93.7757142857143,-64.43,-89.44,-83.77,5,5,2,7929
-8.05557,-34.95474,-92.6928571428572,-97.3557142857143,-95.1328571428571,-92.27,-93.81,-95.84,-74.105,-69.134,-93.44,6,5,1,7072
-8.04953,-34.95329,-80.7171428571429,-92.8728571428571,-79.4828571428571,-78.57,-95.65,-89.77,-91.8966666666667,-96.186,-96.2825,3,4,3,8923
-8.053,-34.95341,-88.8014285714286,-98.4585714285714,-99.1,-101.231666666667,-100.14,-96.03,-98.725,-99.576,-97.2975,5,4,2,7800
-8.05009,-34.95046,-97.9357142857143,-96.3,-97.15,-83.63,-94.525,-98.47,-94.5883333333333,-95.348,-98.7325,3,3,4,8792
-8.05117,-34.9527,-85.28,-94.8642857142857,-84.59,-76.84,-82.47,-88.7785714285714,-90.12,-93,-95.1975,4,4,3,8521
-8.05558,-34.9538,-93.73,-96.1742857142857,-91.5971428571429,-94.85,-90.53,-94.02,-76.0333333333333,-72.078,-94.67,6,4,2,7062
-8.05527,-34.95919,-87.41,-100.288571428571,-82.8057142857143,-95.72,-100.225,-82.7714285714286,-81.6683333333333,-85.38,-79.6,7,7,1,7291
-8.04917,-34.95301,-80.82,-89.82,-80.88,-91.5183333333333,-92.64,-87.0071428571429,-91.8966666666667,-98.268,-96.7675,3,4,4,9005
-8.05443,-34.95622,-92.8761904761905,-98.7371428571429,-89.9028571428571,-101.7375,-101.5175,-97.97,-84.56,-81.3505714285714,-93.09,6,5,1,7512
-8.05266,-34.9461,-92.9657142857143,-91.4828571428571,-93.3957142857143,-46.72,-81.24,-82.1942857142857,-90.685,-88.372,-97.255,5,1,6,7878
-8.05337,-34.94889,-91.97,-89.5485714285714,-88.5557142857143,-82.52,-80.445,-89.91,-88.9166666666667,-91.602,-97.255,5,2,4,7748
-8.05074,-34.95317,-88.2078571428571,-96.1485714285714,-101.68,-99.28,-93.6675,-94.3842857142857,-91.1933333333333,-96.342,-97.62,4,4,3,8618
-8.05099,-34.95975,-77.22,-95.0071428571429,-81.7585714285714,-99.26,-95.23,-88.9514285714286,-94.9,-102.204,-89.35,5,7,2,8568
-8.04818,-34.95914,-79.3131428571429,-90.5971428571429,-77.39,-96.4233333333333,-98.91,-95.7967857142857,-84.17,-106.544,-84.27,4,7,3,9311
-8.05923,-34.94722,-92.0348809523809,-88.9755844155844,-90.99,-93.99,-81.4455,-83.61,-91.7869444444444,-91.6292727272727,-95.8575,8,3,5,6642
-8.04871,-34.94561,-98.47,-87.8304761904762,-98.1292857142857,-54.89,-84.73,-85.1771428571429,-91.31,-90.834,-96.56,4,2,7,9107
-8.0527,-34.95976,-89.3957142857143,-98.2457142857143,-86.97,-100.931666666667,-98.2575,-92.3942857142857,-84.5666666666667,-98.116,-70.16,6,7,2,7867
-8.0534,-34.95399,-97.8,-96.4985714285714,-91.5842857142857,-92.22,-95.8075,-92.54,-94.57,-96.198,-96.55,5,4,2,7740
-8.05445,-34.9594,-81.7657142857143,-99.4914285714286,-82.1671428571428,-95.72,-100.225,-87.0714285714286,-74.0433333333333,-88.24,-61.29,6,7,1,7497
-8.05355,-34.94855,-86.1542857142857,-89.0542857142857,-88.4385714285714,-65.46,-67.915,-78.46,-91.935,-89.384,-97.255,5,2,4,7707
-8.05892,-34.94829,-88.89,-91.75,-87.3785714285714,-95.305,-80.42,-80.48,-92.43,-89.921,-95.8575,8,3,5,6658
-8.04647,-34.94537,-89.2671428571429,-96.35,-92.2535714285714,-96.79,-90.9375,-97.85,-87.0581666666667,-83.32,-96.92,3,3,7,9597
-8.0542,-34.95709,-89.9357142857143,-99.4185714285714,-90.2728571428571,-103.375833333333,-101.565,-95.78,-69.036,-88.874,-87.1275,6,6,1,7575
-8.05342,-34.94878,-86.6814285714286,-89.1914285714286,-88.5557142857143,-71.58,-84.15,-84.21,-89.38,-91.502,-97.255,5,2,4,7735
-8.0486,-34.95094,-90.89,-90.17,-84.4657142857143,-77.69,-89.805,-87.0133333333333,-89.5783333333333,-98.012,-96.7925,2,4,5,9148
-8.05537,-34.95089,-89.9171428571428,-91.8871428571428,-90.3814285714286,-81.14,-82.89,-83.6461904761905,-87.6183333333333,-83.44,-96.3725,6,3,3,7236
-8.04855,-34.95134,-79.2071428571429,-81.38,-88.26,-86.39,-94.5725,-87.66,-89.3716666666667,-101.09,-98.6525,2,4,4,9178
-8.05151,-34.95981,-84.3071428571428,-95.7014285714286,-87.47,-99.26,-98.2575,-86.28,-90.68,-99.194,-83.85,5,7,2,8397
-8.05145,-34.95052,-90.46,-92.5771428571429,-90.3628571428572,-81.82,-96.49,-88.27,-93.6483333333333,-94.73,-95.9225,4,3,4,8422
-8.05225,-34.94825,-87.1914285714286,-86.2314285714286,-82.08,-71.56,-82.0725,-84.8,-89.15,-89.63,-97.255,5,2,5,7970
-8.05067,-34.95317,-86.7792857142857,-95.7885714285714,-91.2292857142857,-95.3383333333333,-96.4,-93.7128571428571,-88.86,-96.342,-98.2875,3,4,3,8630
-8.05258,-34.95337,-85.97,-98.9328571428571,-86.8542857142857,-100.57,-101.45,-96.5828571428571,-98.395,-97.514,-95.605,4,4,2,7896
-8.05508,-34.95786,-89.45375,-99.5742857142857,-87.3442857142857,-97.4416666666667,-100.225,-89.2085714285714,-57.37,-90.064,-62.08,6,6,0,7383
-8.0515,-34.9477,-93.47,-91.4871428571429,-95.8114285714286,-69.21,-87.01,-83.9,-95.1083333333333,-99.818,-97.6,4,2,5,8405
-8.05664,-34.94655,-88.7857142857143,-83.9114285714286,-87.68,-91.3,-71.2075,-65.5714285714286,-86.695,-88.744,-97.255,7,2,5,6773
-8.05396,-34.94826,-96.54,-90.2421428571429,-93.0646428571429,-76.83,-91.72,-88.72,-91.3383333333333,-93.248,-97.255,5,2,5,7620
-8.05524,-34.95359,-84.95,-96.14,-91.75,-93.27,-89.77,-92.96,-84.6283333333333,-80.47,-97.3875,6,4,2,7304
-8.04648,-34.94545,-88.97,-93.41,-92.2535714285714,-94.78,-90.9375,-84.6365873015873,-87.0581666666667,-79.366,-96.92,3,3,7,9591
-8.04846,-34.95884,-90.2,-92.5628571428572,-85.5328571428571,-96.4233333333333,-97.4425,-95.8557142857143,-84.17,-106.544,-86.52,4,7,3,9233
-8.05602,-34.95504,-94.52,-97.7914285714286,-93.75,-97.7016666666667,-90.86,-89.5542857142857,-83.0883333333333,-76.456,-93.5575,6,5,1,6898
-8.05038,-34.95314,-83.19,-94.76,-87.1257142857143,-91.7,-95.135,-94.57,-94.06,-95.39,-98.2875,3,4,3,8743
-8.0551,-34.95317,-88.28,-94.5757142857143,-92.2842857142857,-95.9,-96.09,-88.0728571428571,-81.085,-80.13,-97.5125,6,4,2,7377
-8.05571,-34.95501,-93.8242857142857,-97.1028571428571,-90.22,-96.455,-92.6075,-93.53,-79.755,-76.532,-92.41,6,5,1,6973
-8.05052,-34.9538,-89.65,-95.7864285714286,-88.3471428571429,-94.0016666666667,-97.4925,-95.91,-85.93,-98.048,-98.1,3,4,3,8682
-8.05297,-34.95389,-87.1161904761905,-96.6885714285714,-81.28,-100.593333333333,-98.6375,-96.2214285714286,-98.4983333333333,-99.518,-97.765,5,4,2,7806
-8.05563,-34.95467,-93.15,-97.1142857142857,-94.6585714285714,-94.6533333333333,-92.7275,-90.6342857142857,-74.105,-70.098,-95.745,6,5,2,7013
-8.05194,-34.94767,-87.53,-94.7085714285714,-83.64,-51.02,-66.52,-78.2128571428571,-90.9566666666667,-98.048,-97.6,5,1,5,8181
-8.04721,-34.94525,-89.8114285714286,-93.59,-92.2535714285714,-89.15,-90.9375,-80.0139285714286,-88.4648333333333,-80.4626666666667,-96.92,4,3,7,9490
-8.0557,-34.95804,-89.7157142857143,-99.5742857142857,-90.0042857142857,-101.69,-97.79,-90.7428571428571,-87.24,-89.988,-62.27,6,6,0,6975
-8.05902,-34.94623,-92.12,-86.5014285714286,-91.49,-93.0216666666667,-73.2025,-68.9357142857143,-87.84,-90.5772727272727,-95.8575,8,3,6,6654
-8.05143,-34.95061,-90.7128571428571,-92.5771428571428,-87.09,-78.59,-95.86,-91.3157142857143,-93.6483333333333,-94.73,-95.9225,4,3,4,8434
-8.04767,-34.95066,-81.805,-91.21,-85.5714285714286,-87.96,-92.5125,-92.8828571428571,-87.2983333333333,-98.098,-94.4075,2,4,5,9421
-8.05222,-34.94787,-87.9757142857143,-87.7871428571429,-88.8285714285714,-55.46,-85.72,-78.1314285714286,-89.885,-89.898,-97.6,5,2,5,8019
-8.04764,-34.94758,-96.9928571428571,-84.75,-94.3814285714286,-91.7,-98.8375,-96.1771428571429,-99.815,-103.12,-94.4075,3,3,6,9425
-8.04808,-34.95068,-81.65,-80.0128571428571,-78.5271428571428,-89.08,-89.9,-89.46,-86.37,-98.012,-94.4075,2,4,5,9355
-8.04815,-34.94549,-99.16,-89.2657142857143,-96.5007142857143,-59.83,-94.3775,-88.34,-88.13,-85.568,-96.92,4,2,7,9335
-8.05214,-34.95672,-86.4342857142857,-98.1085714285714,-98.61,-98.54,-98.52,-93.4214285714286,-67.8783333333333,-91.14,-90.41,5,6,2,8058
-8.05249,-34.94668,-88.4714285714286,-89.4314285714286,-89.3342857142857,-66.48,-78.55,-83.1714285714286,-90.6333333333333,-91.054,-97.255,5,1,5,7914
-8.04846,-34.95216,-75.87,-92.7,-91.45,-90.76,-88.8325,-87.9657142857143,-89.1866666666667,-98.012,-96.7175,2,4,4,9236
